id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Whimsicott V [Holo] #64,Pokemon Brilliant Stars,76,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 064/172; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Wormadam [Reverse Holo] #98,Pokemon Brilliant Stars,20,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 098/172; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Zamazenta V [Holo] #105,Pokemon Brilliant Stars,72,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 105/172; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Zamazenta V [Holo] #163,Pokemon Brilliant Stars,248,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 163/172; Normal Holo; Rare Ultra,0,2,2026-08-23,,,,
,Zarude V [Holo] #16,Pokemon Brilliant Stars,72,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 016/172; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cosmoem [Holo] #14,Pokemon Celebrations,27,Ungraded,Normal wear,,From TCGcollector: Celebrations; 014/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Cosmog [Holo] #13,Pokemon Celebrations,36,Ungraded,Normal wear,,From TCGcollector: Celebrations; 013/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Dialga [Holo] #20,Pokemon Celebrations,31,Ungraded,Normal wear,,From TCGcollector: Celebrations; 020/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Flying Pikachu VMAX [Holo] #7,Pokemon Celebrations,875,Ungraded,Normal wear,,From TCGcollector: Celebrations; 007/025; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Kyogre [Holo] #3,Pokemon Celebrations,35,Ungraded,Normal wear,,From TCGcollector: Celebrations; 003/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Lunala [Holo] #15,Pokemon Celebrations,45,Ungraded,Normal wear,,From TCGcollector: Celebrations; 015/025; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Surfing Pikachu V [Holo] #8,Pokemon Celebrations,507,Ungraded,Normal wear,,From TCGcollector: Celebrations; 008/025; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Xerneas [Holo] #12,Pokemon Celebrations,28,Ungraded,Normal wear,,From TCGcollector: Celebrations; 012/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Zekrom [Holo] #10,Pokemon Celebrations,44,Ungraded,Normal wear,,From TCGcollector: Celebrations; 010/025; Normal Holo; Rare,0,1,2026-08-23,,,,
,Abomasnow [Reverse Holo] #10,Pokemon Chilling Reign,25,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 010/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Avery [Holo] #211,Pokemon Chilling Reign,651,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 211/198; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Blaziken V [Holo] #20,Pokemon Chilling Reign,118,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 020/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Blaziken VMAX [Holo] #21,Pokemon Chilling Reign,475,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 021/198; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Bounsweet [Reverse Holo] #13,Pokemon Chilling Reign,25,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 013/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Brawly [Holo] #212,Pokemon Chilling Reign,478,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 212/198; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Celebi V [Holo] #7,Pokemon Chilling Reign,137,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 007/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cinderace [Holo] #28,Pokemon Chilling Reign,36,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 028/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Clobbopus [Reverse Holo] #91,Pokemon Chilling Reign,45,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 091/198; Reverse Holo; Common,0,2,2026-08-23,,,,
,Crabrawler [Reverse Holo] #84,Pokemon Chilling Reign,21,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 084/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cresselia [Holo] #64,Pokemon Chilling Reign,41,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 064/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Deerling [Reverse Holo] #11,Pokemon Chilling Reign,21,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 011/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Dugtrio #77,Pokemon Chilling Reign,21,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 077/198; Normal; Rare,0,1,2026-08-23,,,,
,Flaaffy [Reverse Holo] #48,Pokemon Chilling Reign,31,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 048/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Froslass [Holo] #36,Pokemon Chilling Reign,27,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 036/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Galarian Chestplate [Reverse Holo] #141,Pokemon Chilling Reign,16,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 141/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Galarian Runerigus [Holo] #83,Pokemon Chilling Reign,49,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 083/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Galarian Sirfetch'd [Reverse Holo] #79,Pokemon Chilling Reign,31,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 079/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Galarian Slowking V [Holo] #179,Pokemon Chilling Reign,11142,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 179/198; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gardevoir [Holo] #61,Pokemon Chilling Reign,128,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 061/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Golett [Reverse Holo] #65,Pokemon Chilling Reign,24,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 065/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Grapploct [Holo] #92,Pokemon Chilling Reign,26,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 092/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Greedent [Holo] #128,Pokemon Chilling Reign,30,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 128/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Hatterene [Holo] #73,Pokemon Chilling Reign,24,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 073/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Honey [Reverse Holo] #142,Pokemon Chilling Reign,20,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 142/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Ice Rider Calyrex V [Holo] #164,Pokemon Chilling Reign,2390,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 164/198; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Ice Rider Calyrex V [Holo] #45,Pokemon Chilling Reign,78,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 045/198; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Impact Energy [Reverse Holo] #157,Pokemon Chilling Reign,19,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 157/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Koffing [Reverse Holo] #94,Pokemon Chilling Reign,24,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 094/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Ledian [Reverse Holo] #5,Pokemon Chilling Reign,22,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 005/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Ledyba [Reverse Holo] #4,Pokemon Chilling Reign,26,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 004/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Liepard V [Holo] #104,Pokemon Chilling Reign,96,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 104/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Lucky Energy [Reverse Holo] #158,Pokemon Chilling Reign,32,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 158/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Lycanroc [Holo] #87,Pokemon Chilling Reign,30,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 087/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Mareep [Reverse Holo] #47,Pokemon Chilling Reign,35,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 047/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Metagross V [Holo] #112,Pokemon Chilling Reign,117,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 112/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Metagross VMAX [Holo] #113,Pokemon Chilling Reign,306,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 113/198; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Porygon-Z [Holo] #118,Pokemon Chilling Reign,72,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 118/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Rapid Strike Scroll of the Skies [Reverse Holo] #151,Pokemon Chilling Reign,19,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 151/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Rillaboom [Holo] #18,Pokemon Chilling Reign,25,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 018/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Rugged Helmet [Reverse Holo] #152,Pokemon Chilling Reign,18,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 152/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Sandaconda V [Holo] #89,Pokemon Chilling Reign,58,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 089/198; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Scorbunny [Reverse Holo] #26,Pokemon Chilling Reign,25,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 026/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Shadow Rider Calyrex VMAX [Holo] #75,Pokemon Chilling Reign,148,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 075/198; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Single Strike Urshifu [Holo] #108,Pokemon Chilling Reign,42,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 108/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Sneasel [Reverse Holo] #30,Pokemon Chilling Reign,20,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 030/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Snorunt [Reverse Holo] #35,Pokemon Chilling Reign,24,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 035/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Sobble [Reverse Holo] #41,Pokemon Chilling Reign,26,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 041/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Spiral Energy [Reverse Holo] #159,Pokemon Chilling Reign,26,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 159/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Tapu Fini [Holo] #40,Pokemon Chilling Reign,47,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 040/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Tauros [Holo] #115,Pokemon Chilling Reign,27,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 115/198; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Tauros [Reverse Holo] #115,Pokemon Chilling Reign,30,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 115/198; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Tornadus V [Holo] #124,Pokemon Chilling Reign,71,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 124/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Tornadus V [Holo] #184,Pokemon Chilling Reign,297,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 184/198; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Tornadus V [Holo] #185,Pokemon Chilling Reign,3262,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 185/198; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Tornadus VMAX [Holo] #125,Pokemon Chilling Reign,139,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 125/198; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Tsareena [Reverse Holo] #15,Pokemon Chilling Reign,27,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 015/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Volcanion V [Holo] #25,Pokemon Chilling Reign,76,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 025/198; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Weavile [Reverse Holo] #31,Pokemon Chilling Reign,32,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 031/198; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Weeding Gloves [Reverse Holo] #155,Pokemon Chilling Reign,8,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 155/198; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Weedle [Reverse Holo] #1,Pokemon Chilling Reign,23,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 001/198; Reverse Holo; Common,0,1,2026-08-23,,,,
,Weezing [Reverse Holo] #95,Pokemon Chilling Reign,31,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 095/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Welcoming Lantern [Reverse Holo] #156,Pokemon Chilling Reign,20,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 156/198; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Zangoose [Reverse Holo] #120,Pokemon Chilling Reign,28,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 120/198; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Zarude [Holo] #19,Pokemon Chilling Reign,28,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 019/198; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Zarude [Reverse Holo] #19,Pokemon Chilling Reign,39,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 019/198; Reverse Holo; Rare Holo,0,2,2026-08-23,,,,
,Alolan Ninetales [Reverse Holo] #145,Pokemon Cosmic Eclipse,699,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 145/236; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Blastoise & Piplup-GX [Holo] #38,Pokemon Cosmic Eclipse,8056,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 38/236; Normal Holo; Rare Holo GX,0,1,2026-08-23,,,,
,Chinchou [Reverse Holo] #71,Pokemon Cosmic Eclipse,34,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 71/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cosmoem [Reverse Holo] #101,Pokemon Cosmic Eclipse,74,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 101/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Cosmog [Reverse Holo] #100,Pokemon Cosmic Eclipse,40,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 100/236; Reverse Holo; Common,0,2,2026-08-23,,,,
,Decidueye [Holo] #20,Pokemon Cosmic Eclipse,104,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 20/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Dusclops [Reverse Holo] #84,Pokemon Cosmic Eclipse,64,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 84/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Eevee #166,Pokemon Cosmic Eclipse,70,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 166/236; Normal; Common,0,1,2026-08-23,,,,
,Flareon #25,Pokemon Cosmic Eclipse,93,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 25/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Guzma & Hala #193,Pokemon Cosmic Eclipse,735,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 193/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Igglybuff [Reverse Holo] #168,Pokemon Cosmic Eclipse,941,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 168/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Jolteon #70,Pokemon Cosmic Eclipse,98,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 70/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Kirlia [Reverse Holo] #81,Pokemon Cosmic Eclipse,132,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 81/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kommo-o [Holo] #163,Pokemon Cosmic Eclipse,227,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 163/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kricketot [Reverse Holo] #13,Pokemon Cosmic Eclipse,43,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 13/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Magneton [Holo] #69,Pokemon Cosmic Eclipse,111,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 69/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Mimikyu [Holo] #245,Pokemon Cosmic Eclipse,7431,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 245/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Palpitoad [Reverse Holo] #116,Pokemon Cosmic Eclipse,34,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 116/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Passimian [Reverse Holo] #125,Pokemon Cosmic Eclipse,29,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 125/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pikachu [Holo] #241,Pokemon Cosmic Eclipse,21751,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 241/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Pikachu #66,Pokemon Cosmic Eclipse,190,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 66/236; Normal; Common,0,1,2026-08-23,,,,
,Piplup [Holo] #239,Pokemon Cosmic Eclipse,6880,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 239/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Roller Skater [Reverse Holo] #203,Pokemon Cosmic Eclipse,49,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 203/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Steelix [Reverse Holo] #139,Pokemon Cosmic Eclipse,115,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 139/236; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Stoutland [Holo] #248,Pokemon Cosmic Eclipse,1131,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 248/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Sylveon #155,Pokemon Cosmic Eclipse,559,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 155/236; Normal; Rare,0,1,2026-08-23,,,,
,Torkoal [Holo] #237,Pokemon Cosmic Eclipse,1490,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 237/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Will [Reverse Holo] #208,Pokemon Cosmic Eclipse,56,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 208/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Absol [Holo] #76,Pokemon Crown Zenith,42,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 076/159; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Absol [Holo] #GG16,Pokemon Crown Zenith,918,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG16/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Adaman [Holo] #GG57,Pokemon Crown Zenith,510,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG57/GG70; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Aggron [Holo] #89,Pokemon Crown Zenith,31,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 089/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Altaria [Holo] #GG19,Pokemon Crown Zenith,1587,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG19/GG70; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Aron [Reverse Holo] #87,Pokemon Crown Zenith,42,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 087/159; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bede [Holo] #124,Pokemon Crown Zenith,29,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 124/159; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Bibarel [Holo] #GG25,Pokemon Crown Zenith,386,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG25/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Bidoof [Reverse Holo] #111,Pokemon Crown Zenith,27,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 111/159; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bisharp [Reverse Holo] #93,Pokemon Crown Zenith,37,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 093/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Calyrex [Holo] #17,Pokemon Crown Zenith,43,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 017/159; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Calyrex [Reverse Holo] #17,Pokemon Crown Zenith,63,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 017/159; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Charizard V [Holo] #18,Pokemon Crown Zenith,747,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 018/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cheren's Care [Holo] #GG58,Pokemon Crown Zenith,352,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG58/GG70; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Corphish [Reverse Holo] #33,Pokemon Crown Zenith,31,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 033/159; Reverse Holo; Common,0,1,2026-08-23,,,,
,Darkrai VSTAR [Holo] #GG50,Pokemon Crown Zenith,9464,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG50/GG70; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Diancie [Holo] #GG13,Pokemon Crown Zenith,511,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG13/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Ditto [Holo] #107,Pokemon Crown Zenith,269,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 107/159; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Ditto [Holo] #GG22,Pokemon Crown Zenith,1683,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG22/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Duraludon V [Holo] #103,Pokemon Crown Zenith,72,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 103/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Duskull [Holo] #GG28,Pokemon Crown Zenith,624,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG28/GG70; Normal Holo; Rare Holo,0,4,2026-08-23,,,,
,Eevee V [Holo] #108,Pokemon Crown Zenith,982,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 108/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Electivire [Holo] #GG08,Pokemon Crown Zenith,993,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG08/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Energy Search [Reverse Holo] #128,Pokemon Crown Zenith,33,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 128/159; Reverse Holo; Common,0,1,2026-08-23,,,,
,Entei [Holo] #21,Pokemon Crown Zenith,39,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 021/159; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Entei [Reverse Holo] #21,Pokemon Crown Zenith,56,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 021/159; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Entei V [Holo] #GG36,Pokemon Crown Zenith,4903,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG36/GG70; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Friends in Hisui [Holo] #148,Pokemon Crown Zenith,678,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 148/159; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Girafarig [Reverse Holo] #61,Pokemon Crown Zenith,33,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 061/159; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Grant [Holo] #GG62,Pokemon Crown Zenith,255,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG62/GG70; Normal Holo; Rare Ultra,0,2,2026-08-23,,,,
,Greedent V [Holo] #120,Pokemon Crown Zenith,96,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 120/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Gumshoos [Reverse Holo] #118,Pokemon Crown Zenith,27,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 118/159; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Hatterene V [Holo] #65,Pokemon Crown Zenith,88,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 065/159; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Hatterene VMAX [Holo] #GG47,Pokemon Crown Zenith,870,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG47/GG70; Normal Holo; Holo Rare VMAX,0,2,2026-08-23,,,,
,Hisuian Samurott VSTAR [Holo] #GG52,Pokemon Crown Zenith,1462,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG52/GG70; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Hisuian Voltorb [Holo] #GG01,Pokemon Crown Zenith,334,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; GG01/GG70; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Hoopa [Holo] #83,Pokemon Crown Zenith,26,Ungraded,Normal wear,,From TCGcollector: Crown Zenith; 083/159; Normal Holo; Rare Holo,0,4,2026-08-23,,,,
