id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Tepig [Reverse Holo] #29,Pokemon Ascended Heroes,21,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 029/217; Energy Reverse Holo; Common,0,1,2026-08-23,,,,
,Thick Scale #211,Pokemon Ascended Heroes,13,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 211/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Togepi [Love Ball] #80,Pokemon Ascended Heroes,49,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 080/217; Love Ball Reverse Holo; Common,0,1,2026-08-23,,,,
,Togetic #81,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 081/217; Normal; Common,0,1,2026-08-23,,,,
,Totodile #41,Pokemon Ascended Heroes,18,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 041/217; Normal; Common,0,1,2026-08-23,,,,
,Tynamo #59,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 059/217; Normal; Common,0,1,2026-08-23,,,,
,Ultra Ball #213,Pokemon Ascended Heroes,20,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 213/217; Normal; Common,0,1,2026-08-23,,,,
,Urbain #214,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 214/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Vikavolt #66,Pokemon Ascended Heroes,7,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 066/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Voltorb ex [Holo] #58,Pokemon Ascended Heroes,83,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 058/217; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Waitress #215,Pokemon Ascended Heroes,21,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 215/217; Normal; Common,0,1,2026-08-23,,,,
,Weavile #45,Pokemon Ascended Heroes,6,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 045/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Wurmple #11,Pokemon Ascended Heroes,11,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 011/217; Normal; Common,0,1,2026-08-23,,,,
,Diancie [Reverse Holo] #68,Pokemon Astral Radiance,41,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 068/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Falinks [Holo] #TG07,Pokemon Astral Radiance,419,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG07/TG30; Normal Holo; Rare Holo,0,3,2026-08-23,,,,
,Garchomp V [Holo] #117,Pokemon Astral Radiance,130,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 117/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Heatran VMAX [Holo] #26,Pokemon Astral Radiance,172,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 026/189; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Hisuian Lilligant [Holo] #16,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 016/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Hisuian Sneasler V [Holo] #94,Pokemon Astral Radiance,92,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 094/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Hoothoot [Holo] #TG12,Pokemon Astral Radiance,834,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG12/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Leafeon #13,Pokemon Astral Radiance,41,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 013/189; Normal; Rare,0,1,2026-08-23,,,,
,Lucario V [Holo] #78,Pokemon Astral Radiance,170,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 078/189; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Wyrdeer V [Holo] #180,Pokemon Astral Radiance,218,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 180/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Korrina's Focus [Holo] #160,Pokemon Battle Styles,425,Ungraded,Normal wear,,From TCGcollector: Battle Styles; 160/163; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Shaymin VSTAR [Holo] #173,Pokemon Brilliant Stars,636,Ungraded,Normal wear,,From TCGcollector: Brilliant Stars; 173/172; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Dugtrio #77,Pokemon Chilling Reign,21,Ungraded,Normal wear,,From TCGcollector: Chilling Reign; 077/198; Normal; Rare,0,1,2026-08-23,,,,
,Alolan Ninetales [Reverse Holo] #145,Pokemon Cosmic Eclipse,699,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 145/236; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Chinchou [Reverse Holo] #71,Pokemon Cosmic Eclipse,34,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 71/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cosmoem [Reverse Holo] #101,Pokemon Cosmic Eclipse,74,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 101/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Cosmog [Reverse Holo] #100,Pokemon Cosmic Eclipse,40,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 100/236; Reverse Holo; Common,0,2,2026-08-23,,,,
,Decidueye [Holo] #20,Pokemon Cosmic Eclipse,104,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 20/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Dusclops [Reverse Holo] #84,Pokemon Cosmic Eclipse,64,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 84/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Eevee #166,Pokemon Cosmic Eclipse,70,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 166/236; Normal; Common,0,1,2026-08-23,,,,
,Flareon #25,Pokemon Cosmic Eclipse,93,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 25/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Guzma & Hala #193,Pokemon Cosmic Eclipse,735,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 193/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Igglybuff [Reverse Holo] #168,Pokemon Cosmic Eclipse,941,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 168/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Jolteon #70,Pokemon Cosmic Eclipse,98,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 70/236; Normal; Uncommon,0,1,2026-08-23,,,,
,Kirlia [Reverse Holo] #81,Pokemon Cosmic Eclipse,132,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 81/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kommo-o [Holo] #163,Pokemon Cosmic Eclipse,227,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 163/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kricketot [Reverse Holo] #13,Pokemon Cosmic Eclipse,43,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 13/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Magneton [Holo] #69,Pokemon Cosmic Eclipse,111,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 69/236; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Mimikyu [Holo] #245,Pokemon Cosmic Eclipse,7431,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 245/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Palpitoad [Reverse Holo] #116,Pokemon Cosmic Eclipse,34,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 116/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Passimian [Reverse Holo] #125,Pokemon Cosmic Eclipse,29,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 125/236; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pikachu [Holo] #241,Pokemon Cosmic Eclipse,21751,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 241/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Pikachu #66,Pokemon Cosmic Eclipse,190,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 66/236; Normal; Common,0,1,2026-08-23,,,,
,Piplup [Holo] #239,Pokemon Cosmic Eclipse,6880,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 239/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Roller Skater [Reverse Holo] #203,Pokemon Cosmic Eclipse,49,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 203/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Steelix [Reverse Holo] #139,Pokemon Cosmic Eclipse,115,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 139/236; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Stoutland [Holo] #248,Pokemon Cosmic Eclipse,1131,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 248/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Sylveon #155,Pokemon Cosmic Eclipse,559,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 155/236; Normal; Rare,0,1,2026-08-23,,,,
,Torkoal [Holo] #237,Pokemon Cosmic Eclipse,1490,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 237/236; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Will [Reverse Holo] #208,Pokemon Cosmic Eclipse,56,Ungraded,Normal wear,,From TCGcollector: Cosmic Eclipse; 208/236; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Mimikyu [Cosmos Holo] #81,Pokemon Darkness Ablaze,208,Ungraded,Normal wear,,From TCGcollector: Darkness Ablaze; 081/189; Cosmos Holo; Rare,0,1,2026-08-23,,,,
,Dracozolt V [Holo] #58,Pokemon Evolving Skies,125,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 058/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Eldegoss [Holo] #16,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 016/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Entei [Holo] #19,Pokemon Evolving Skies,34,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 019/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Florges [Holo] #73,Pokemon Evolving Skies,27,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 073/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Garbodor V [Holo] #100,Pokemon Evolving Skies,93,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 100/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Glaceon V [Holo] #40,Pokemon Evolving Skies,305,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 040/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Golurk V [Holo] #182,Pokemon Evolving Skies,3951,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 182/203; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gyarados V [Holo] #28,Pokemon Evolving Skies,241,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 028/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Jumpluff [Holo] #4,Pokemon Evolving Skies,33,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 004/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Medicham V [Holo] #83,Pokemon Evolving Skies,75,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 083/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Noivern V [Holo] #117,Pokemon Evolving Skies,86,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 117/203; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Salamence [Holo] #109,Pokemon Evolving Skies,76,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 109/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Single Strike Scroll of the Fanged Dragon #158,Pokemon Evolving Skies,5,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 158/203; Normal; Uncommon,0,1,2026-08-23,,,,
,Suicune V [Holo] #31,Pokemon Evolving Skies,141,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 031/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Trevenant V [Holo] #13,Pokemon Evolving Skies,82,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 013/203; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Zygarde [Holo] #118,Pokemon Evolving Skies,32,Ungraded,Normal wear,,From TCGcollector: Evolving Skies; 118/203; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Appletun V [Holo] #26,Pokemon Fusion Strike,101,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 026/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Cinderace V [Holo] #44,Pokemon Fusion Strike,80,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 044/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Eldegoss [Reverse Holo] #25,Pokemon Fusion Strike,13,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 025/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Electrode [Reverse Holo] #88,Pokemon Fusion Strike,27,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 088/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Galarian Cursola [Reverse Holo] #118,Pokemon Fusion Strike,39,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 118/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Galarian Darmanitan [Reverse Holo] #72,Pokemon Fusion Strike,29,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 072/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Genesect V [Holo] #185,Pokemon Fusion Strike,69,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 185/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Genesect V [Holo] #254,Pokemon Fusion Strike,408,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 254/264; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gengar V [Holo] #156,Pokemon Fusion Strike,1121,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 156/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Graveler #136,Pokemon Fusion Strike,3,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 136/264; Normal; Uncommon,0,1,2026-08-23,,,,
,Mandibuzz [Reverse Holo] #173,Pokemon Fusion Strike,26,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 173/264; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Pangoro [Reverse Holo] #174,Pokemon Fusion Strike,29,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 174/264; Reverse Holo; Uncommon,0,3,2026-08-23,,,,
,Pikachu V [Holo] #86,Pokemon Fusion Strike,404,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 086/264; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Rillaboom VMAX [Holo] #23,Pokemon Fusion Strike,188,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 023/264; Normal Holo; Holo Rare VMAX,0,2,2026-08-23,,,,
,Swadloon [Reverse Holo] #10,Pokemon Fusion Strike,33,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 010/264; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Tsareena V [Holo] #21,Pokemon Fusion Strike,77,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 021/264; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Vikavolt [Reverse Holo] #101,Pokemon Fusion Strike,23,Ungraded,Normal wear,,From TCGcollector: Fusion Strike; 101/264; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Boss's Orders [Holo] #TG24,Pokemon Lost Origin,978,Ungraded,Normal wear,,From TCGcollector: Lost Origin; TG24/TG30; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Dark Patch [Holo] #216,Pokemon Lost Origin,252,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 216/196; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Drapion V [Holo] #182,Pokemon Lost Origin,183,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 182/196; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Gengar [Holo] #66,Pokemon Lost Origin,378,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 066/196; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Glastrier [Holo] #51,Pokemon Lost Origin,33,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 051/196; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Hisuian Zoroark [Holo] #76,Pokemon Lost Origin,38,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 076/196; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Magnezone V [Holo] #175,Pokemon Lost Origin,191,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 175/196; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Pidgeot V [Holo] #137,Pokemon Lost Origin,71,Ungraded,Normal wear,,From TCGcollector: Lost Origin; 137/196; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Pikachu VMAX [Holo] #TG29,Pokemon Lost Origin,2710,Ungraded,Normal wear,,From TCGcollector: Lost Origin; TG29/TG30; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Arven [Reverse Holo] #186,Pokemon Obsidian Flames,227,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 186/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Baltoy [Reverse Holo] #94,Pokemon Obsidian Flames,16,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 094/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Basic Fire Energy [Holo] #230,Pokemon Obsidian Flames,376,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 230/197; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Bonsly [Reverse Holo] #110,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 110/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Bronzor [Reverse Holo] #144,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 144/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Bunnelby [Reverse Holo] #175,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 175/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Clefairy [Reverse Holo] #81,Pokemon Obsidian Flames,46,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 081/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Cleffa [Reverse Holo] #80,Pokemon Obsidian Flames,42,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 080/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Crabrawler [Reverse Holo] #114,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 114/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Cubchoo [Reverse Holo] #53,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 053/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Drampa [Reverse Holo] #161,Pokemon Obsidian Flames,31,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 161/197; Reverse Holo; Uncommon,0,5,2026-08-23,,,,
,Drilbur [Reverse Holo] #111,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 111/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Finizen [Reverse Holo] #61,Pokemon Obsidian Flames,29,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 061/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Frogadier [Reverse Holo] #57,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 057/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Greavard [Reverse Holo] #99,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 099/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Grumpig [Reverse Holo] #91,Pokemon Obsidian Flames,21,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 091/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Gumshoos [Reverse Holo] #177,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 177/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Inkay [Reverse Holo] #137,Pokemon Obsidian Flames,19,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 137/197; Reverse Holo; Common,0,3,2026-08-23,,,,
,Lapras [Reverse Holo] #45,Pokemon Obsidian Flames,34,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 045/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Lechonk [Reverse Holo] #182,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 182/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Malamar [Reverse Holo] #138,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 138/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Mawile [Reverse Holo] #89,Pokemon Obsidian Flames,24,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 089/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Paldean Clodsire [Reverse Holo] #129,Pokemon Obsidian Flames,37,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 129/197; Reverse Holo; Uncommon,0,4,2026-08-23,,,,
,Pidgey [Reverse Holo] #162,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 162/197; Reverse Holo; Common,0,4,2026-08-23,,,,
,Salazzle [Reverse Holo] #140,Pokemon Obsidian Flames,27,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 140/197; Reverse Holo; Uncommon,0,2,2026-08-23,,,,
,Snubbull [Reverse Holo] #87,Pokemon Obsidian Flames,22,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 087/197; Reverse Holo; Common,0,2,2026-08-23,,,,
,Stoutland [Reverse Holo] #172,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 172/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Tadbulb [Reverse Holo] #76,Pokemon Obsidian Flames,18,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 076/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Varoom [Reverse Holo] #154,Pokemon Obsidian Flames,28,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 154/197; Reverse Holo; Common,0,1,2026-08-23,,,,
,Wugtrio [Reverse Holo] #59,Pokemon Obsidian Flames,23,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 059/197; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Yungoos [Reverse Holo] #176,Pokemon Obsidian Flames,17,Ungraded,Normal wear,,From TCGcollector: Obsidian Flames; 176/197; Reverse Holo; Common,0,6,2026-08-23,,,,
,Aegislash [Holo] #210,Pokemon Paradox Rift,1204,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 210/182; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Aegislash ex [Holo] #135,Pokemon Paradox Rift,74,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 135/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Bombirdier ex [Holo] #156,Pokemon Paradox Rift,58,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 156/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Brute Bonnet [Holo] #123,Pokemon Paradox Rift,21,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 123/182; Normal Holo; Rare,0,1,2026-08-23,,,,
,Brute Bonnet [Holo] #207,Pokemon Paradox Rift,1870,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 207/182; Normal Holo; Illustration Rare,0,1,2026-08-23,,,,
,Counter Catcher [Holo] #264,Pokemon Paradox Rift,207,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 264/182; Normal Holo; Hyper Rare,0,1,2026-08-23,,,,
,Froslass ex [Holo] #3,Pokemon Paradox Rift,78,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 003/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Garchomp ex [Holo] #219,Pokemon Paradox Rift,806,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 219/182; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Gholdengo ex [Holo] #231,Pokemon Paradox Rift,362,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 231/182; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Hoopa ex [Holo] #98,Pokemon Paradox Rift,88,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 098/182; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Iron Hands ex [Holo] #223,Pokemon Paradox Rift,177,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 223/182; Normal Holo; Ultra Rare,0,1,2026-08-23,,,,
,Iron Valiant ex [Holo] #225,Pokemon Paradox Rift,274,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 225/182; Normal Holo; Ultra Rare,0,2,2026-08-23,,,,
,Tapu Koko ex [Holo] #247,Pokemon Paradox Rift,1811,Ungraded,Normal wear,,From TCGcollector: Paradox Rift; 247/182; Normal Holo; Special Illustration Rare,0,1,2026-08-23,,,,
,Professor's Research #122,Pokemon Prismatic Evolutions,20,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 122/131; Normal; Common,0,1,2026-08-23,,,,
,Professor's Research [Reverse] #122,Pokemon Prismatic Evolutions,21,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 122/131; Reverse Holo; Common,0,1,2026-08-23,,,,
,Professor's Research #123,Pokemon Prismatic Evolutions,10,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 123/131; Normal; Common,0,1,2026-08-23,,,,
,Professor's Research #124,Pokemon Prismatic Evolutions,10,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 124/131; Normal; Common,0,1,2026-08-23,,,,
,Professor's Research [Reverse] #124,Pokemon Prismatic Evolutions,20,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 124/131; Reverse Holo; Common,0,2,2026-08-23,,,,
,Professor's Research #125,Pokemon Prismatic Evolutions,6,Ungraded,Normal wear,,From TCGcollector: Prismatic Evolutions; 125/131; Normal; Common,0,1,2026-08-23,,,,
