source-expansion,source-card-name,source-card-number,source-variant,source-rarity,generated-set,generated-product-name,identity,source-quantity,existing-quantity
Ascended Heroes,Erika's Oddish,001/217,Normal,Common,Pokemon Ascended Heroes,Erika's Oddish #1,ascended heroes | erika s oddish | 1 |  | ungraded,1,0
Paradox Rift,Surskit,001/182,Normal,Common,Pokemon Paradox Rift,Surskit #1,paradox rift | surskit | 1 |  | ungraded,1,1
Paradox Rift,Masquerain,002/182,Normal,Uncommon,Pokemon Paradox Rift,Masquerain #2,paradox rift | masquerain | 2 |  | ungraded,1,1
Paradox Rift,Froslass ex,003/182,Normal Holo,Double Rare,Pokemon Paradox Rift,Froslass ex [Holo] #3,paradox rift | froslass ex | 3 | holo | ungraded,1,0
Paradox Rift,Simisage,005/182,Normal,Uncommon,Pokemon Paradox Rift,Simisage #5,paradox rift | simisage | 5 |  | ungraded,1,1
Paradox Rift,Dwebble,006/182,Normal,Common,Pokemon Paradox Rift,Dwebble #6,paradox rift | dwebble | 6 |  | ungraded,1,1
Paradox Rift,Bounsweet,008/182,Normal,Common,Pokemon Paradox Rift,Bounsweet #8,paradox rift | bounsweet | 8 |  | ungraded,1,1
Paradox Rift,Steenee,009/182,Normal,Uncommon,Pokemon Paradox Rift,Steenee #9,paradox rift | steenee | 9 |  | ungraded,1,1
Paradox Rift,Blipbug,010/182,Normal,Common,Pokemon Paradox Rift,Blipbug #10,paradox rift | blipbug | 10 |  | ungraded,1,1
Paradox Rift,Orbeetle,012/182,Normal,Uncommon,Pokemon Paradox Rift,Orbeetle #12,paradox rift | orbeetle | 12 |  | ungraded,1,1
Paradox Rift,Nymble,013/182,Normal,Common,Pokemon Paradox Rift,Nymble #13,paradox rift | nymble | 13 |  | ungraded,1,1
Paradox Rift,Nymble,014/182,Normal,Common,Pokemon Paradox Rift,Nymble #14,paradox rift | nymble | 14 |  | ungraded,1,1
Paradox Rift,Toedscool,015/182,Normal,Common,Pokemon Paradox Rift,Toedscool #15,paradox rift | toedscool | 15 |  | ungraded,1,1
Paradox Rift,Toedscruel,017/182,Normal,Uncommon,Pokemon Paradox Rift,Toedscruel #17,paradox rift | toedscruel | 17 |  | ungraded,1,1
Paradox Rift,Magby,019/182,Normal,Common,Pokemon Paradox Rift,Magby #19,paradox rift | magby | 19 |  | ungraded,1,1
Paradox Rift,Pansear,020/182,Normal,Common,Pokemon Paradox Rift,Pansear #20,paradox rift | pansear | 20 |  | ungraded,1,1
Paradox Rift,Simisear,021/182,Normal,Uncommon,Pokemon Paradox Rift,Simisear #21,paradox rift | simisear | 21 |  | ungraded,1,1
Paradox Rift,Fuecoco,023/182,Normal,Common,Pokemon Paradox Rift,Fuecoco #23,paradox rift | fuecoco | 23 |  | ungraded,1,1
Paradox Rift,Crocalor,024/182,Normal,Uncommon,Pokemon Paradox Rift,Crocalor #24,paradox rift | crocalor | 24 |  | ungraded,1,1
Paradox Rift,Charcadet,026/182,Normal,Common,Pokemon Paradox Rift,Charcadet #26,paradox rift | charcadet | 26 |  | ungraded,1,1
Paradox Rift,Horsea,030/182,Normal,Common,Pokemon Paradox Rift,Horsea #30,paradox rift | horsea | 30 |  | ungraded,1,1
Paradox Rift,Seadra,031/182,Normal,Common,Pokemon Paradox Rift,Seadra #31,paradox rift | seadra | 31 |  | ungraded,1,1
Paradox Rift,Remoraid,033/182,Normal,Common,Pokemon Paradox Rift,Remoraid #33,paradox rift | remoraid | 33 |  | ungraded,1,1
Paradox Rift,Feebas,035/182,Normal,Common,Pokemon Paradox Rift,Feebas #35,paradox rift | feebas | 35 |  | ungraded,1,1
Paradox Rift,Snorunt,037/182,Normal,Common,Pokemon Paradox Rift,Snorunt #37,paradox rift | snorunt | 37 |  | ungraded,1,1
Paradox Rift,Panpour,041/182,Normal,Common,Pokemon Paradox Rift,Panpour #41,paradox rift | panpour | 41 |  | ungraded,1,1
Paradox Rift,Simipour,042/182,Normal,Uncommon,Pokemon Paradox Rift,Simipour #42,paradox rift | simipour | 42 |  | ungraded,1,1
Paradox Rift,Vanillish,044/182,Normal,Common,Pokemon Paradox Rift,Vanillish #44,paradox rift | vanillish | 44 |  | ungraded,1,1
Paradox Rift,Vanilluxe,045/182,Normal,Uncommon,Pokemon Paradox Rift,Vanilluxe #45,paradox rift | vanilluxe | 45 |  | ungraded,1,1
Paradox Rift,Wimpod,048/182,Normal,Common,Pokemon Paradox Rift,Wimpod #48,paradox rift | wimpod | 48 |  | ungraded,1,1
Paradox Rift,Wiglett,051/182,Normal,Common,Pokemon Paradox Rift,Wiglett #51,paradox rift | wiglett | 51 |  | ungraded,1,1
Paradox Rift,Wiglett,052/182,Normal,Common,Pokemon Paradox Rift,Wiglett #52,paradox rift | wiglett | 52 |  | ungraded,1,1
Paradox Rift,Wugtrio,053/182,Normal,Uncommon,Pokemon Paradox Rift,Wugtrio #53,paradox rift | wugtrio | 53 |  | ungraded,1,1
Paradox Rift,Veluza,054/182,Normal,Uncommon,Pokemon Paradox Rift,Veluza #54,paradox rift | veluza | 54 |  | ungraded,1,1
Paradox Rift,Dondozo,055/182,Normal,Uncommon,Pokemon Paradox Rift,Dondozo #55,paradox rift | dondozo | 55 |  | ungraded,1,1
Paradox Rift,Iron Bundle,056/182,Normal,Uncommon,Pokemon Paradox Rift,Iron Bundle #56,paradox rift | iron bundle | 56 |  | ungraded,1,1
Paradox Rift,Elekid,059/182,Normal,Common,Pokemon Paradox Rift,Elekid #59,paradox rift | elekid | 59 |  | ungraded,1,1
Paradox Rift,Plusle,060/182,Normal,Common,Pokemon Paradox Rift,Plusle #60,paradox rift | plusle | 60 |  | ungraded,1,1
Paradox Rift,Minun,061/182,Normal,Common,Pokemon Paradox Rift,Minun #61,paradox rift | minun | 61 |  | ungraded,1,1
Paradox Rift,Blitzle,062/182,Normal,Common,Pokemon Paradox Rift,Blitzle #62,paradox rift | blitzle | 62 |  | ungraded,1,1
Paradox Rift,Zebstrika,063/182,Normal,Uncommon,Pokemon Paradox Rift,Zebstrika #63,paradox rift | zebstrika | 63 |  | ungraded,1,1
Paradox Rift,Joltik,064/182,Normal,Common,Pokemon Paradox Rift,Joltik #64,paradox rift | joltik | 64 |  | ungraded,1,1
Paradox Rift,Oricorio,067/182,Normal,Common,Pokemon Paradox Rift,Oricorio #67,paradox rift | oricorio | 67 |  | ungraded,1,1
Paradox Rift,Toxel,069/182,Normal,Common,Pokemon Paradox Rift,Toxel #69,paradox rift | toxel | 69 |  | ungraded,1,1
Paradox Rift,Natu,071/182,Normal,Common,Pokemon Paradox Rift,Natu #71,paradox rift | natu | 71 |  | ungraded,1,1
Paradox Rift,Yamask,075/182,Normal,Common,Pokemon Paradox Rift,Yamask #75,paradox rift | yamask | 75 |  | ungraded,1,1
Paradox Rift,Pumpkaboo,077/182,Normal,Common,Pokemon Paradox Rift,Pumpkaboo #77,paradox rift | pumpkaboo | 77 |  | ungraded,1,1
Paradox Rift,Gourgeist,078/182,Normal,Uncommon,Pokemon Paradox Rift,Gourgeist #78,paradox rift | gourgeist | 78 |  | ungraded,1,1
Paradox Rift,Flittle,079/182,Normal,Common,Pokemon Paradox Rift,Flittle #79,paradox rift | flittle | 79 |  | ungraded,1,1
Paradox Rift,Flittle,080/182,Normal,Common,Pokemon Paradox Rift,Flittle #80,paradox rift | flittle | 80 |  | ungraded,1,1
Paradox Rift,Tinkatink,082/182,Normal,Common,Pokemon Paradox Rift,Tinkatink #82,paradox rift | tinkatink | 82 |  | ungraded,1,1
Paradox Rift,Tinkatink,083/182,Normal,Common,Pokemon Paradox Rift,Tinkatink #83,paradox rift | tinkatink | 83 |  | ungraded,1,1
Paradox Rift,Tinkaton,085/182,Normal,Uncommon,Pokemon Paradox Rift,Tinkaton #85,paradox rift | tinkaton | 85 |  | ungraded,1,1
Paradox Rift,Scream Tail,086/182,Normal,Uncommon,Pokemon Paradox Rift,Scream Tail #86,paradox rift | scream tail | 86 |  | ungraded,1,1
Paradox Rift,Gimmighoul,088/182,Normal,Common,Pokemon Paradox Rift,Gimmighoul #88,paradox rift | gimmighoul | 88 |  | ungraded,1,1
Paradox Rift,Onix,090/182,Normal,Common,Pokemon Paradox Rift,Onix #90,paradox rift | onix | 90 |  | ungraded,1,1
Paradox Rift,Gligar,091/182,Normal,Common,Pokemon Paradox Rift,Gligar #91,paradox rift | gligar | 91 |  | ungraded,1,1
Paradox Rift,Gliscor,092/182,Normal,Uncommon,Pokemon Paradox Rift,Gliscor #92,paradox rift | gliscor | 92 |  | ungraded,1,1
Paradox Rift,Gible,094/182,Normal,Common,Pokemon Paradox Rift,Gible #94,paradox rift | gible | 94 |  | ungraded,1,1
Paradox Rift,Gabite,095/182,Normal,Common,Pokemon Paradox Rift,Gabite #95,paradox rift | gabite | 95 |  | ungraded,1,1
Paradox Rift,Mienfoo,096/182,Normal,Common,Pokemon Paradox Rift,Mienfoo #96,paradox rift | mienfoo | 96 |  | ungraded,1,1
Paradox Rift,Mienshao,097/182,Normal,Uncommon,Pokemon Paradox Rift,Mienshao #97,paradox rift | mienshao | 97 |  | ungraded,1,1
Paradox Rift,Hoopa ex,098/182,Normal Holo,Double Rare,Pokemon Paradox Rift,Hoopa ex [Holo] #98,paradox rift | hoopa ex | 98 | holo | ungraded,1,0
Paradox Rift,Minior,099/182,Normal,Uncommon,Pokemon Paradox Rift,Minior #99,paradox rift | minior | 99 |  | ungraded,1,1
Paradox Rift,Nacli,101/182,Normal,Common,Pokemon Paradox Rift,Nacli #101,paradox rift | nacli | 101 |  | ungraded,1,1
Paradox Rift,Nacli,102/182,Normal,Common,Pokemon Paradox Rift,Nacli #102,paradox rift | nacli | 102 |  | ungraded,1,1
Paradox Rift,Klawf,105/182,Normal,Uncommon,Pokemon Paradox Rift,Klawf #105,paradox rift | klawf | 105 |  | ungraded,1,1
Paradox Rift,Flamigo,106/182,Normal,Common,Pokemon Paradox Rift,Flamigo #106,paradox rift | flamigo | 106 |  | ungraded,1,1
Paradox Rift,Slither Wing,107/182,Normal,Uncommon,Pokemon Paradox Rift,Slither Wing #107,paradox rift | slither wing | 107 |  | ungraded,1,1
Paradox Rift,Zubat,110/182,Normal,Common,Pokemon Paradox Rift,Zubat #110,paradox rift | zubat | 110 |  | ungraded,1,1
Paradox Rift,Crobat,112/182,Normal,Uncommon,Pokemon Paradox Rift,Crobat #112,paradox rift | crobat | 112 |  | ungraded,1,1
Paradox Rift,Absol,113/182,Normal,Uncommon,Pokemon Paradox Rift,Absol #113,paradox rift | absol | 113 |  | ungraded,1,1
Paradox Rift,Purrloin,114/182,Normal,Common,Pokemon Paradox Rift,Purrloin #114,paradox rift | purrloin | 114 |  | ungraded,1,1
Paradox Rift,Trubbish,116/182,Normal,Common,Pokemon Paradox Rift,Trubbish #116,paradox rift | trubbish | 116 |  | ungraded,1,1
Paradox Rift,Garbodor,117/182,Normal,Uncommon,Pokemon Paradox Rift,Garbodor #117,paradox rift | garbodor | 117 |  | ungraded,1,1
Paradox Rift,Nickit,119/182,Normal,Common,Pokemon Paradox Rift,Nickit #119,paradox rift | nickit | 119 |  | ungraded,1,1
Paradox Rift,Brute Bonnet,123/182,Normal Holo,Rare,Pokemon Paradox Rift,Brute Bonnet [Holo] #123,paradox rift | brute bonnet | 123 | holo | ungraded,1,0
Paradox Rift,Jirachi,126/182,Normal,Common,Pokemon Paradox Rift,Jirachi #126,paradox rift | jirachi | 126 |  | ungraded,1,1
Paradox Rift,Ferroseed,127/182,Normal,Common,Pokemon Paradox Rift,Ferroseed #127,paradox rift | ferroseed | 127 |  | ungraded,1,1
Paradox Rift,Ferrothorn,128/182,Normal,Uncommon,Pokemon Paradox Rift,Ferrothorn #128,paradox rift | ferrothorn | 128 |  | ungraded,1,1
Paradox Rift,Durant,129/182,Normal,Uncommon,Pokemon Paradox Rift,Durant #129,paradox rift | durant | 129 |  | ungraded,1,1
Paradox Rift,Honedge,131/182,Normal,Common,Pokemon Paradox Rift,Honedge #131,paradox rift | honedge | 131 |  | ungraded,1,1
Paradox Rift,Doublade,132/182,Normal,Common,Pokemon Paradox Rift,Doublade #132,paradox rift | doublade | 132 |  | ungraded,1,1
Paradox Rift,Doublade,133/182,Normal,Common,Pokemon Paradox Rift,Doublade #133,paradox rift | doublade | 133 |  | ungraded,1,1
Paradox Rift,Aegislash ex,135/182,Normal Holo,Double Rare,Pokemon Paradox Rift,Aegislash ex [Holo] #135,paradox rift | aegislash ex | 135 | holo | ungraded,1,0
Paradox Rift,Orthworm,138/182,Normal,Uncommon,Pokemon Paradox Rift,Orthworm #138,paradox rift | orthworm | 138 |  | ungraded,1,1
Paradox Rift,Tatsugiri,141/182,Normal,Uncommon,Pokemon Paradox Rift,Tatsugiri #141,paradox rift | tatsugiri | 141 |  | ungraded,1,1
Paradox Rift,Porygon,142/182,Normal,Common,Pokemon Paradox Rift,Porygon #142,paradox rift | porygon | 142 |  | ungraded,1,1
Paradox Rift,Porygon2,143/182,Normal,Common,Pokemon Paradox Rift,Porygon2 #143,paradox rift | porygon2 | 143 |  | ungraded,1,1
Paradox Rift,Aipom,145/182,Normal,Common,Pokemon Paradox Rift,Aipom #145,paradox rift | aipom | 145 |  | ungraded,1,1
Paradox Rift,Ambipom,146/182,Normal,Uncommon,Pokemon Paradox Rift,Ambipom #146,paradox rift | ambipom | 146 |  | ungraded,1,1
Paradox Rift,Miltank,147/182,Normal,Common,Pokemon Paradox Rift,Miltank #147,paradox rift | miltank | 147 |  | ungraded,1,1
Paradox Rift,Whismur,148/182,Normal,Common,Pokemon Paradox Rift,Whismur #148,paradox rift | whismur | 148 |  | ungraded,1,1
Paradox Rift,Loudred,149/182,Normal,Common,Pokemon Paradox Rift,Loudred #149,paradox rift | loudred | 149 |  | ungraded,1,1
Paradox Rift,Exploud,150/182,Normal,Uncommon,Pokemon Paradox Rift,Exploud #150,paradox rift | exploud | 150 |  | ungraded,1,1
Paradox Rift,Spinda,151/182,Normal,Common,Pokemon Paradox Rift,Spinda #151,paradox rift | spinda | 151 |  | ungraded,1,1
Paradox Rift,Swablu,152/182,Normal,Common,Pokemon Paradox Rift,Swablu #152,paradox rift | swablu | 152 |  | ungraded,1,1
Paradox Rift,Tandemaus,153/182,Normal,Common,Pokemon Paradox Rift,Tandemaus #153,paradox rift | tandemaus | 153 |  | ungraded,1,1
Paradox Rift,Tandemaus,154/182,Normal,Common,Pokemon Paradox Rift,Tandemaus #154,paradox rift | tandemaus | 154 |  | ungraded,1,1
Paradox Rift,Bombirdier ex,156/182,Normal Holo,Double Rare,Pokemon Paradox Rift,Bombirdier ex [Holo] #156,paradox rift | bombirdier ex | 156 | holo | ungraded,1,0
Paradox Rift,Cyclizar,157/182,Normal,Uncommon,Pokemon Paradox Rift,Cyclizar #157,paradox rift | cyclizar | 157 |  | ungraded,1,1
Paradox Rift,Ancient Booster Energy Capsule,159/182,Normal,Uncommon,Pokemon Paradox Rift,Ancient Booster Energy Capsule #159,paradox rift | ancient booster energy capsule | 159 |  | ungraded,1,1
Paradox Rift,Counter Catcher,160/182,Normal,Uncommon,Pokemon Paradox Rift,Counter Catcher #160,paradox rift | counter catcher | 160 |  | ungraded,1,1
Paradox Rift,Cursed Duster,161/182,Normal,Uncommon,Pokemon Paradox Rift,Cursed Duster #161,paradox rift | cursed duster | 161 |  | ungraded,1,1
Paradox Rift,Defiance Vest,162/182,Normal,Uncommon,Pokemon Paradox Rift,Defiance Vest #162,paradox rift | defiance vest | 162 |  | ungraded,1,1
Paradox Rift,Earthen Vessel,163/182,Normal,Uncommon,Pokemon Paradox Rift,Earthen Vessel #163,paradox rift | earthen vessel | 163 |  | ungraded,1,1
Paradox Rift,Future Booster Energy Capsule,164/182,Normal,Uncommon,Pokemon Paradox Rift,Future Booster Energy Capsule #164,paradox rift | future booster energy capsule | 164 |  | ungraded,1,1
Paradox Rift,Larry,165/182,Normal,Common,Pokemon Paradox Rift,Larry #165,paradox rift | larry | 165 |  | ungraded,1,1
Paradox Rift,Luxurious Cape,166/182,Normal,Uncommon,Pokemon Paradox Rift,Luxurious Cape #166,paradox rift | luxurious cape | 166 |  | ungraded,1,1
Paradox Rift,Mela,167/182,Normal,Uncommon,Pokemon Paradox Rift,Mela #167,paradox rift | mela | 167 |  | ungraded,1,1
Paradox Rift,Norman,168/182,Normal,Uncommon,Pokemon Paradox Rift,Norman #168,paradox rift | norman | 168 |  | ungraded,1,1
Paradox Rift,Parasol Lady,169/182,Normal,Common,Pokemon Paradox Rift,Parasol Lady #169,paradox rift | parasol lady | 169 |  | ungraded,1,1
Paradox Rift,Professor Sada's Vitality,170/182,Normal,Uncommon,Pokemon Paradox Rift,Professor Sada's Vitality #170,paradox rift | professor sada s vitality | 170 |  | ungraded,1,1
Paradox Rift,Professor Turo's Scenario,171/182,Normal,Uncommon,Pokemon Paradox Rift,Professor Turo's Scenario #171,paradox rift | professor turo s scenario | 171 |  | ungraded,1,1
Paradox Rift,Rika,172/182,Normal,Uncommon,Pokemon Paradox Rift,Rika #172,paradox rift | rika | 172 |  | ungraded,1,1
Paradox Rift,Roark,173/182,Normal,Uncommon,Pokemon Paradox Rift,Roark #173,paradox rift | roark | 173 |  | ungraded,1,1
Paradox Rift,Shauntal,174/182,Normal,Uncommon,Pokemon Paradox Rift,Shauntal #174,paradox rift | shauntal | 174 |  | ungraded,1,1
Paradox Rift,Snorlax Doll,175/182,Normal,Uncommon,Pokemon Paradox Rift,Snorlax Doll #175,paradox rift | snorlax doll | 175 |  | ungraded,1,1
Paradox Rift,Technical Machine: Blindside,176/182,Normal,Uncommon,Pokemon Paradox Rift,Technical Machine: Blindside #176,paradox rift | technical machine blindside | 176 |  | ungraded,1,1
Paradox Rift,Technical Machine: Devolution,177/182,Normal,Uncommon,Pokemon Paradox Rift,Technical Machine: Devolution #177,paradox rift | technical machine devolution | 177 |  | ungraded,1,1
Paradox Rift,Technical Machine: Evolution,178/182,Normal,Uncommon,Pokemon Paradox Rift,Technical Machine: Evolution #178,paradox rift | technical machine evolution | 178 |  | ungraded,1,1
Paradox Rift,Technical Machine: Turbo Energize,179/182,Normal,Uncommon,Pokemon Paradox Rift,Technical Machine: Turbo Energize #179,paradox rift | technical machine turbo energize | 179 |  | ungraded,1,1
Paradox Rift,Techno Radar,180/182,Normal,Uncommon,Pokemon Paradox Rift,Techno Radar #180,paradox rift | techno radar | 180 |  | ungraded,1,1
Paradox Rift,Tulip,181/182,Normal,Uncommon,Pokemon Paradox Rift,Tulip #181,paradox rift | tulip | 181 |  | ungraded,1,1
Paradox Rift,Medical Energy,182/182,Normal,Uncommon,Pokemon Paradox Rift,Medical Energy #182,paradox rift | medical energy | 182 |  | ungraded,1,1
Paradox Rift,Brute Bonnet,207/182,Normal Holo,Illustration Rare,Pokemon Paradox Rift,Brute Bonnet [Holo] #207,paradox rift | brute bonnet | 207 | holo | ungraded,1,0
Paradox Rift,Aegislash,210/182,Normal Holo,Illustration Rare,Pokemon Paradox Rift,Aegislash [Holo] #210,paradox rift | aegislash | 210 | holo | ungraded,1,0
Paradox Rift,Iron Jugulis,216/182,Normal Holo,Illustration Rare,Pokemon Paradox Rift,Iron Jugulis [Holo] #216,paradox rift | iron jugulis | 216 | holo | ungraded,1,0
Paradox Rift,Garchomp ex,219/182,Normal Holo,Ultra Rare,Pokemon Paradox Rift,Garchomp ex [Holo] #219,paradox rift | garchomp ex | 219 | holo | ungraded,1,0
Paradox Rift,Iron Hands ex,223/182,Normal Holo,Ultra Rare,Pokemon Paradox Rift,Iron Hands ex [Holo] #223,paradox rift | iron hands ex | 223 | holo | ungraded,1,0
Paradox Rift,Iron Valiant ex,225/182,Normal Holo,Ultra Rare,Pokemon Paradox Rift,Iron Valiant ex [Holo] #225,paradox rift | iron valiant ex | 225 | holo | ungraded,2,0
Paradox Rift,Gholdengo ex,231/182,Normal Holo,Ultra Rare,Pokemon Paradox Rift,Gholdengo ex [Holo] #231,paradox rift | gholdengo ex | 231 | holo | ungraded,1,0
Paradox Rift,Tapu Koko ex,247/182,Normal Holo,Special Illustration Rare,Pokemon Paradox Rift,Tapu Koko ex [Holo] #247,paradox rift | tapu koko ex | 247 | holo | ungraded,1,0
Paradox Rift,Counter Catcher,264/182,Normal Holo,Hyper Rare,Pokemon Paradox Rift,Counter Catcher [Holo] #264,paradox rift | counter catcher | 264 | holo | ungraded,1,0
Scarlet & Violet 151,Bulbasaur,001/165,Normal,Common,Pokemon Scarlet & Violet 151,Bulbasaur #1,scarlet violet 151 | bulbasaur | 1 |  | ungraded,1,1
Scarlet & Violet 151,Bulbasaur,001/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Bulbasaur [Reverse Holo] #1,scarlet violet 151 | bulbasaur | 1 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Ivysaur,002/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Ivysaur #2,scarlet violet 151 | ivysaur | 2 |  | ungraded,1,1
Scarlet & Violet 151,Ivysaur,002/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Ivysaur [Reverse Holo] #2,scarlet violet 151 | ivysaur | 2 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Venusaur ex,003/165,Normal Holo,Double Rare,Pokemon Scarlet & Violet 151,Venusaur ex [Holo] #3,scarlet violet 151 | venusaur ex | 3 | holo | ungraded,1,0
Scarlet & Violet 151,Charmander,004/165,Normal,Common,Pokemon Scarlet & Violet 151,Charmander #4,scarlet violet 151 | charmander | 4 |  | ungraded,1,1
Scarlet & Violet 151,Charmander,004/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Charmander [Reverse Holo] #4,scarlet violet 151 | charmander | 4 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Charmeleon,005/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Charmeleon #5,scarlet violet 151 | charmeleon | 5 |  | ungraded,1,1
Scarlet & Violet 151,Charmeleon,005/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Charmeleon [Reverse Holo] #5,scarlet violet 151 | charmeleon | 5 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Squirtle,007/165,Normal,Common,Pokemon Scarlet & Violet 151,Squirtle #7,scarlet violet 151 | squirtle | 7 |  | ungraded,1,1
Scarlet & Violet 151,Squirtle,007/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Squirtle [Reverse Holo] #7,scarlet violet 151 | squirtle | 7 | reverse holo | ungraded,3,1
Scarlet & Violet 151,Wartortle,008/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Wartortle #8,scarlet violet 151 | wartortle | 8 |  | ungraded,1,1
Scarlet & Violet 151,Wartortle,008/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Wartortle [Reverse Holo] #8,scarlet violet 151 | wartortle | 8 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Caterpie,010/165,Normal,Common,Pokemon Scarlet & Violet 151,Caterpie #10,scarlet violet 151 | caterpie | 10 |  | ungraded,1,1
Scarlet & Violet 151,Caterpie,010/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Caterpie [Reverse Holo] #10,scarlet violet 151 | caterpie | 10 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Metapod,011/165,Normal,Common,Pokemon Scarlet & Violet 151,Metapod #11,scarlet violet 151 | metapod | 11 |  | ungraded,1,1
Scarlet & Violet 151,Metapod,011/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Metapod [Reverse Holo] #11,scarlet violet 151 | metapod | 11 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Butterfree,012/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Butterfree #12,scarlet violet 151 | butterfree | 12 |  | ungraded,1,1
Scarlet & Violet 151,Butterfree,012/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Butterfree [Reverse Holo] #12,scarlet violet 151 | butterfree | 12 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Weedle,013/165,Normal,Common,Pokemon Scarlet & Violet 151,Weedle #13,scarlet violet 151 | weedle | 13 |  | ungraded,1,1
Scarlet & Violet 151,Weedle,013/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Weedle [Reverse Holo] #13,scarlet violet 151 | weedle | 13 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Kakuna,014/165,Normal,Common,Pokemon Scarlet & Violet 151,Kakuna #14,scarlet violet 151 | kakuna | 14 |  | ungraded,1,1
Scarlet & Violet 151,Kakuna,014/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Kakuna [Reverse Holo] #14,scarlet violet 151 | kakuna | 14 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Beedrill,015/165,Normal Holo,Rare,Pokemon Scarlet & Violet 151,Beedrill [Holo] #15,scarlet violet 151 | beedrill | 15 | holo | ungraded,1,0
Scarlet & Violet 151,Beedrill,015/165,Reverse Holo,Rare,Pokemon Scarlet & Violet 151,Beedrill [Reverse Holo] #15,scarlet violet 151 | beedrill | 15 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Pidgey,016/165,Normal,Common,Pokemon Scarlet & Violet 151,Pidgey #16,scarlet violet 151 | pidgey | 16 |  | ungraded,1,1
Scarlet & Violet 151,Pidgey,016/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Pidgey [Reverse Holo] #16,scarlet violet 151 | pidgey | 16 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Pidgeotto,017/165,Normal,Common,Pokemon Scarlet & Violet 151,Pidgeotto #17,scarlet violet 151 | pidgeotto | 17 |  | ungraded,1,1
Scarlet & Violet 151,Pidgeotto,017/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Pidgeotto [Reverse Holo] #17,scarlet violet 151 | pidgeotto | 17 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Pidgeot,018/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Pidgeot #18,scarlet violet 151 | pidgeot | 18 |  | ungraded,1,1
Scarlet & Violet 151,Pidgeot,018/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Pidgeot [Reverse Holo] #18,scarlet violet 151 | pidgeot | 18 | reverse holo | ungraded,2,1
Scarlet & Violet 151,Rattata,019/165,Normal,Common,Pokemon Scarlet & Violet 151,Rattata #19,scarlet violet 151 | rattata | 19 |  | ungraded,1,1
Scarlet & Violet 151,Rattata,019/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Rattata [Reverse Holo] #19,scarlet violet 151 | rattata | 19 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Raticate,020/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Raticate #20,scarlet violet 151 | raticate | 20 |  | ungraded,1,1
Scarlet & Violet 151,Raticate,020/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Raticate [Reverse Holo] #20,scarlet violet 151 | raticate | 20 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Spearow,021/165,Normal,Common,Pokemon Scarlet & Violet 151,Spearow #21,scarlet violet 151 | spearow | 21 |  | ungraded,1,1
Scarlet & Violet 151,Spearow,021/165,Reverse Holo,Common,Pokemon Scarlet & Violet 151,Spearow [Reverse Holo] #21,scarlet violet 151 | spearow | 21 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Fearow,022/165,Normal,Uncommon,Pokemon Scarlet & Violet 151,Fearow #22,scarlet violet 151 | fearow | 22 |  | ungraded,1,1
Scarlet & Violet 151,Fearow,022/165,Reverse Holo,Uncommon,Pokemon Scarlet & Violet 151,Fearow [Reverse Holo] #22,scarlet violet 151 | fearow | 22 | reverse holo | ungraded,1,1
Scarlet & Violet 151,Ekans,023/165,Normal,Common,Pokemon Scarlet & Violet 151,Ekans #23,scarlet violet 151 | ekans | 23 |  | ungraded,1,1
